Tool and replicate,FP_class (called more than 30% of features significant),% of significant features,Tool,normalized depth difference,geometric mean difference,mean depth across dataset,dataset
 Mean Depth: 39089,,,,,,,
limma voom (TMMWSP).903,FALSE,0,limma voom (TMMWSP),0.1163254,0.011640779,39088.74648,Human - HIV (3)
 Mean Depth: 39089,,,,,,,
limma voom (TMMWSP).915,FALSE,0,limma voom (TMMWSP),0.30737711,0.027390327,39088.74648,Human - HIV (3)
 Mean Depth: 39089,,,,,,,
limma voom (TMMWSP).923,FALSE,0.013713659,limma voom (TMMWSP),0.234382505,0.020701154,39088.74648,Human - HIV (3)
 Mean Depth: 39089,,,,,,,
limma voom (TMMWSP).933,FALSE,0,limma voom (TMMWSP),0.11117713,0.013791479,39088.74648,Human - HIV (3)
 Mean Depth: 39089,,,,,,,
limma voom (TMMWSP).943,FALSE,0,limma voom (TMMWSP),0.033777237,0.003668591,39088.74648,Human - HIV (3)
 Mean Depth: 39089,,,,,,,
limma voom (TMMWSP).953,FALSE,0,limma voom (TMMWSP),0.222676387,0.013062323,39088.74648,Human - HIV (3)
 Mean Depth: 39089,,,,,,,
limma voom (TMMWSP).963,FALSE,0,limma voom (TMMWSP),0.125592143,0.012069955,39088.74648,Human - HIV (3)
 Mean Depth: 39089,,,,,,,
limma voom (TMMWSP).973,FALSE,0,limma voom (TMMWSP),0.069226365,0.001406568,39088.74648,Human - HIV (3)
 Mean Depth: 39089,,,,,,,
limma voom (TMMWSP).983,FALSE,0.020570488,limma voom (TMMWSP),0.439480979,0.041709267,39088.74648,Human - HIV (3)
 Mean Depth: 39089,,,,,,,
limma voom (TMMWSP).993,FALSE,0,limma voom (TMMWSP),0.130207138,0.002701981,39088.74648,Human - HIV (3)
 Mean Depth: 39089,,,,,,,
limma voom (TMMWSP).1003,FALSE,0,limma voom (TMMWSP),0.06859292,0.007280509,39088.74648,Human - HIV (3)
 Mean Depth: 39089,,,,,,,
Wilcoxon (CLR).116,FALSE,0,Wilcoxon (CLR),0.008262121,0.025996968,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).216,FALSE,0,Wilcoxon (CLR),0.118632017,0.007291449,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).316,FALSE,0,Wilcoxon (CLR),0.004635507,0.022877922,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).416,FALSE,0,Wilcoxon (CLR),1.04E-05,0.007691459,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).516,FALSE,0,Wilcoxon (CLR),0.044542796,0.003039841,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).616,FALSE,0,Wilcoxon (CLR),0.21184867,0.016505981,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).716,FALSE,0,Wilcoxon (CLR),0.004104074,0.010619988,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).816,FALSE,0,Wilcoxon (CLR),0.028919499,0.035892184,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).916,FALSE,0,Wilcoxon (CLR),0.018313676,0.034520435,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).104,FALSE,0,Wilcoxon (CLR),0.024030732,0.018508807,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).117,FALSE,0,Wilcoxon (CLR),0.082461365,0.019636278,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).124,FALSE,0,Wilcoxon (CLR),0.001403315,0.031405327,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).134,FALSE,0,Wilcoxon (CLR),0.053261618,0.050230762,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).144,FALSE,0,Wilcoxon (CLR),0.001228939,0.014527208,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).154,FALSE,0,Wilcoxon (CLR),0.032398724,0.003380804,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).164,FALSE,0,Wilcoxon (CLR),0.04442447,0.049033346,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).174,FALSE,0,Wilcoxon (CLR),0.043942859,0.01402163,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).184,FALSE,0,Wilcoxon (CLR),0.075006773,0.021567216,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).194,FALSE,0,Wilcoxon (CLR),0.12891815,0.05711862,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).204,FALSE,0,Wilcoxon (CLR),0.048661401,0.004022381,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).217,FALSE,0,Wilcoxon (CLR),0.025541994,0.012601405,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).224,FALSE,0,Wilcoxon (CLR),0.006815212,0.039543158,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).234,FALSE,0,Wilcoxon (CLR),0.023997517,0.00223886,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).244,FALSE,0,Wilcoxon (CLR),0.179653385,0.01630064,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).254,FALSE,0,Wilcoxon (CLR),0.036311814,0.010342737,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).264,FALSE,0,Wilcoxon (CLR),0.08221018,0.012164647,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).274,FALSE,0,Wilcoxon (CLR),0.028084984,0.026317967,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).284,FALSE,0,Wilcoxon (CLR),0.0588126,0.006617364,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).294,FALSE,0,Wilcoxon (CLR),0.032369661,0.011917855,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).304,FALSE,0,Wilcoxon (CLR),0.030237702,0.034084314,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).317,FALSE,0,Wilcoxon (CLR),0.057473639,0.041788396,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).324,FALSE,0,Wilcoxon (CLR),0.029039902,0.036221151,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).334,FALSE,0,Wilcoxon (CLR),0.012920463,0.0436695,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).344,FALSE,0,Wilcoxon (CLR),0.129715299,0.033507489,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).354,FALSE,0,Wilcoxon (CLR),0.048161107,0.044166364,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).364,FALSE,0,Wilcoxon (CLR),0.092257583,0.019048994,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).374,FALSE,0,Wilcoxon (CLR),0.072953698,0.034900838,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).384,FALSE,0,Wilcoxon (CLR),0.041945833,0.03218489,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).394,FALSE,0,Wilcoxon (CLR),0.074803333,0.020591576,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).404,FALSE,0,Wilcoxon (CLR),0.059306667,0.00321086,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).417,FALSE,0,Wilcoxon (CLR),0.043625244,0.007703036,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).424,FALSE,0,Wilcoxon (CLR),0.002644709,0.004166187,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).434,FALSE,0,Wilcoxon (CLR),0.003003841,0.018323914,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).444,FALSE,0,Wilcoxon (CLR),0.209249631,0.046825993,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).454,FALSE,0,Wilcoxon (CLR),0.075255882,0.054882306,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).464,FALSE,0,Wilcoxon (CLR),0.037812697,0.023212462,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).474,FALSE,0,Wilcoxon (CLR),0.034098894,0.008185084,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).484,FALSE,0,Wilcoxon (CLR),0.091483269,0.017623006,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).494,FALSE,0,Wilcoxon (CLR),0.057324173,0.014726317,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).504,FALSE,0,Wilcoxon (CLR),0.006804832,0.006847048,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).517,FALSE,0,Wilcoxon (CLR),0.035388034,0.000875458,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).524,FALSE,0,Wilcoxon (CLR),0.040806159,0.03757538,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).534,FALSE,0,Wilcoxon (CLR),0.048640642,0.01177695,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).544,FALSE,0,Wilcoxon (CLR),0.101864894,0.035794479,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).554,FALSE,0,Wilcoxon (CLR),0.095743036,0.029341368,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).564,FALSE,0,Wilcoxon (CLR),0.199810469,0.014544893,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).574,FALSE,0,Wilcoxon (CLR),0.149058627,0.008991392,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).584,FALSE,0,Wilcoxon (CLR),0.004600216,0.029091779,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).594,FALSE,0,Wilcoxon (CLR),0.071741367,0.005812039,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).604,FALSE,0,Wilcoxon (CLR),0.008970006,0.024401342,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).617,FALSE,0,Wilcoxon (CLR),0.095078744,0.035680669,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).624,FALSE,0,Wilcoxon (CLR),0.04920529,0.009582283,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).634,FALSE,0,Wilcoxon (CLR),0.051017559,0.013322885,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).644,FALSE,0,Wilcoxon (CLR),0.071733063,0.01210201,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).654,FALSE,0,Wilcoxon (CLR),0.015646132,0.030784754,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).664,FALSE,0,Wilcoxon (CLR),0.036220474,0.058732822,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).674,FALSE,0,Wilcoxon (CLR),0.021112003,0.024468993,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).684,FALSE,0,Wilcoxon (CLR),0.167899584,0.00234829,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).694,FALSE,0,Wilcoxon (CLR),0.130043293,0.020120954,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).704,FALSE,0,Wilcoxon (CLR),0.042973409,0.037982204,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).717,FALSE,0,Wilcoxon (CLR),0.008276652,0.017924192,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).724,FALSE,0,Wilcoxon (CLR),0.039369629,0.030572701,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).734,FALSE,0,Wilcoxon (CLR),0.04638828,0.014183793,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).744,FALSE,0,Wilcoxon (CLR),0.0509968,0.017923133,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).754,FALSE,0,Wilcoxon (CLR),0.033094154,0.021488073,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).764,FALSE,0,Wilcoxon (CLR),0.002594887,0.015661528,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).774,FALSE,0,Wilcoxon (CLR),0.011818154,0.018852385,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).784,FALSE,0,Wilcoxon (CLR),0.061417867,0.056106713,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).794,FALSE,0,Wilcoxon (CLR),0.075785239,0.052419892,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).804,FALSE,0,Wilcoxon (CLR),0.044576011,0.023896428,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).817,FALSE,0,Wilcoxon (CLR),0.025209849,0.009705799,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).824,FALSE,0,Wilcoxon (CLR),0.073757075,0.05987298,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).834,FALSE,0,Wilcoxon (CLR),0.056896536,0.023236578,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).844,FALSE,0,Wilcoxon (CLR),0.02950283,0.019958979,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).854,FALSE,0,Wilcoxon (CLR),0.066611793,0.018201568,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).864,FALSE,0,Wilcoxon (CLR),0.050440456,0.007507806,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).874,FALSE,0,Wilcoxon (CLR),0.064415481,0.010824926,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).884,FALSE,0,Wilcoxon (CLR),0.033557082,0.025154074,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).894,FALSE,0,Wilcoxon (CLR),0.070271622,0.001507934,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).904,FALSE,0,Wilcoxon (CLR),0.024834109,0.037276513,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).917,FALSE,0,Wilcoxon (CLR),0.021477363,0.031712098,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).924,FALSE,0,Wilcoxon (CLR),0.123223929,0.020032478,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).934,FALSE,0,Wilcoxon (CLR),0.012141996,0.057135756,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).944,FALSE,0,Wilcoxon (CLR),0.078537895,0.005459132,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).954,FALSE,0,Wilcoxon (CLR),0.19073044,0.023262664,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).964,FALSE,0,Wilcoxon (CLR),0.090001069,0.041795622,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).974,FALSE,0,Wilcoxon (CLR),0.015347201,0.000191364,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).984,FALSE,0,Wilcoxon (CLR),0.021610221,0.00316128,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).994,FALSE,0,Wilcoxon (CLR),0.174042201,0.020050171,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
Wilcoxon (CLR).1004,FALSE,0,Wilcoxon (CLR),0.087536964,0.048352857,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).116,FALSE,0,limma voom (TMM),0.008262121,0.025996968,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).216,FALSE,0,limma voom (TMM),0.118632017,0.007291449,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).316,FALSE,0,limma voom (TMM),0.004635507,0.022877922,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).416,TRUE,35.82986593,limma voom (TMM),1.04E-05,0.007691459,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).516,TRUE,45.49237171,limma voom (TMM),0.044542796,0.003039841,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).616,FALSE,0.18492834,limma voom (TMM),0.21184867,0.016505981,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).716,FALSE,0,limma voom (TMM),0.004104074,0.010619988,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).816,FALSE,0,limma voom (TMM),0.028919499,0.035892184,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).916,FALSE,0.27739251,limma voom (TMM),0.018313676,0.034520435,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).104,FALSE,0,limma voom (TMM),0.024030732,0.018508807,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).117,TRUE,41.93250116,limma voom (TMM),0.082461365,0.019636278,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).124,FALSE,0,limma voom (TMM),0.001403315,0.031405327,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).134,FALSE,0,limma voom (TMM),0.053261618,0.050230762,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).144,FALSE,0,limma voom (TMM),0.001228939,0.014527208,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).154,FALSE,0,limma voom (TMM),0.032398724,0.003380804,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).164,FALSE,0.231160425,limma voom (TMM),0.04442447,0.049033346,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).174,FALSE,0,limma voom (TMM),0.043942859,0.01402163,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).184,FALSE,0,limma voom (TMM),0.075006773,0.021567216,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).194,FALSE,0,limma voom (TMM),0.12891815,0.05711862,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).204,TRUE,44.24410541,limma voom (TMM),0.048661401,0.004022381,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).217,TRUE,0.323624595,limma voom (TMM),0.025541994,0.012601405,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).224,FALSE,0,limma voom (TMM),0.006815212,0.039543158,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).234,FALSE,0.231160425,limma voom (TMM),0.023997517,0.00223886,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).244,FALSE,0,limma voom (TMM),0.179653385,0.01630064,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).254,TRUE,35.46000925,limma voom (TMM),0.036311814,0.010342737,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).264,FALSE,0.18492834,limma voom (TMM),0.08221018,0.012164647,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).274,FALSE,0,limma voom (TMM),0.028084984,0.026317967,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).284,FALSE,0.231160425,limma voom (TMM),0.0588126,0.006617364,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).294,FALSE,0,limma voom (TMM),0.032369661,0.011917855,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).304,FALSE,0,limma voom (TMM),0.030237702,0.034084314,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).317,FALSE,0,limma voom (TMM),0.057473639,0.041788396,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).324,FALSE,0,limma voom (TMM),0.029039902,0.036221151,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).334,TRUE,36.80073971,limma voom (TMM),0.012920463,0.0436695,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).344,TRUE,64.49375867,limma voom (TMM),0.129715299,0.033507489,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).354,FALSE,0,limma voom (TMM),0.048161107,0.044166364,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).364,FALSE,0,limma voom (TMM),0.092257583,0.019048994,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).374,FALSE,0,limma voom (TMM),0.072953698,0.034900838,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).384,FALSE,0.231160425,limma voom (TMM),0.041945833,0.03218489,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).394,TRUE,46.60194175,limma voom (TMM),0.074803333,0.020591576,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).404,FALSE,0.18492834,limma voom (TMM),0.059306667,0.00321086,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).417,FALSE,0.138696255,limma voom (TMM),0.043625244,0.007703036,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).424,FALSE,0,limma voom (TMM),0.002644709,0.004166187,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).434,FALSE,0.231160425,limma voom (TMM),0.003003841,0.018323914,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).444,FALSE,0.231160425,limma voom (TMM),0.209249631,0.046825993,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).454,TRUE,47.9889043,limma voom (TMM),0.075255882,0.054882306,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).464,FALSE,0,limma voom (TMM),0.037812697,0.023212462,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).474,FALSE,0,limma voom (TMM),0.034098894,0.008185084,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).484,FALSE,0,limma voom (TMM),0.091483269,0.017623006,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).494,TRUE,41.65510865,limma voom (TMM),0.057324173,0.014726317,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).504,FALSE,0,limma voom (TMM),0.006804832,0.006847048,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).517,FALSE,0,limma voom (TMM),0.035388034,0.000875458,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).524,FALSE,0.27739251,limma voom (TMM),0.040806159,0.03757538,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).534,FALSE,0,limma voom (TMM),0.048640642,0.01177695,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).544,FALSE,0,limma voom (TMM),0.101864894,0.035794479,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).554,FALSE,0,limma voom (TMM),0.095743036,0.029341368,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).564,FALSE,0.231160425,limma voom (TMM),0.199810469,0.014544893,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).574,FALSE,0,limma voom (TMM),0.149058627,0.008991392,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).584,FALSE,0.09246417,limma voom (TMM),0.004600216,0.029091779,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).594,FALSE,0,limma voom (TMM),0.071741367,0.005812039,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).604,FALSE,0.231160425,limma voom (TMM),0.008970006,0.024401342,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).617,TRUE,49.74572353,limma voom (TMM),0.095078744,0.035680669,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).624,FALSE,0,limma voom (TMM),0.04920529,0.009582283,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).634,FALSE,0,limma voom (TMM),0.051017559,0.013322885,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
limma voom (TMM).644,FALSE,0,limma voom (TMM),0.071733063,0.01210201,64228.86667,Freshwater - Treat.
 Mean Depth: 64229,,,,,,,
