Tool and replicate,FP_class (called more than 30% of features significant),% of significant features,Tool,normalized depth difference,geometric mean difference,mean depth across dataset,dataset
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).386,FALSE,0,limma voom (TMMWSP),0.070842373,0.00065741,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).396,FALSE,0,limma voom (TMMWSP),0.012167298,0.000156661,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).406,FALSE,0.065811122,limma voom (TMMWSP),0.087515046,0.007400697,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).4110,FALSE,0,limma voom (TMMWSP),0.058538867,0.004775927,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).426,TRUE,65.02138861,limma voom (TMMWSP),0.065123109,0.013143837,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).436,FALSE,0,limma voom (TMMWSP),0.006479391,0.000849025,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).446,FALSE,0,limma voom (TMMWSP),0.04205699,0.010583511,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).456,TRUE,15.92629154,limma voom (TMMWSP),0.045460188,0.00934387,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).466,FALSE,0.263244488,limma voom (TMMWSP),0.023514288,0.004570862,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).476,TRUE,22.40868707,limma voom (TMMWSP),0.099433962,0.012995233,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).486,FALSE,0,limma voom (TMMWSP),0.016558368,0.003445687,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).496,FALSE,0.032905561,limma voom (TMMWSP),0.012642961,0.003294465,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).506,TRUE,56.9266206,limma voom (TMMWSP),0.107379484,0.0132124,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).5110,FALSE,0.098716683,limma voom (TMMWSP),0.043134669,0.001613745,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).526,FALSE,0,limma voom (TMMWSP),0.023051075,0.00614658,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).536,TRUE,31.62224416,limma voom (TMMWSP),0.026257483,0.005735366,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).546,FALSE,0,limma voom (TMMWSP),0.034650308,0.005331043,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).556,TRUE,27.14708786,limma voom (TMMWSP),0.039859091,0.010243759,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).566,TRUE,4.705495229,limma voom (TMMWSP),0.003624486,0.000687611,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).576,FALSE,0,limma voom (TMMWSP),0.033492275,0.000980873,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).586,FALSE,0.032905561,limma voom (TMMWSP),0.022951815,0.00283682,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).596,FALSE,0.032905561,limma voom (TMMWSP),0.071288409,0.005287706,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).606,FALSE,0.032905561,limma voom (TMMWSP),0.025948519,0.002234402,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).6110,FALSE,0,limma voom (TMMWSP),0.043905115,0.000119301,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).626,FALSE,0,limma voom (TMMWSP),0.049662192,0.005745392,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).636,FALSE,0.032905561,limma voom (TMMWSP),0.084584514,0.006060692,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).646,FALSE,0,limma voom (TMMWSP),0.026886129,0.007665417,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).656,TRUE,29.91115499,limma voom (TMMWSP),0.055026955,0.005147138,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).666,FALSE,0.197433366,limma voom (TMMWSP),0.032217806,0.005013704,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).676,FALSE,0,limma voom (TMMWSP),0.048187473,0.004631639,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).686,FALSE,0,limma voom (TMMWSP),0.057432827,0.008381078,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).696,FALSE,0,limma voom (TMMWSP),0.01923193,0.001113037,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).706,FALSE,0,limma voom (TMMWSP),0.001710187,0.00116578,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).7110,FALSE,0.131622244,limma voom (TMMWSP),0.025912436,0.005103028,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).726,FALSE,0,limma voom (TMMWSP),0.029375351,0.001569625,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).736,TRUE,21.68476473,limma voom (TMMWSP),0.086378917,0.015221286,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).746,FALSE,0,limma voom (TMMWSP),0.035228691,0.008274891,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).756,TRUE,10.69430734,limma voom (TMMWSP),0.003815283,0.008003023,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).766,FALSE,0,limma voom (TMMWSP),0.039646391,0.011621787,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).776,FALSE,0,limma voom (TMMWSP),0.034437608,0.004372067,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).786,TRUE,63.47482725,limma voom (TMMWSP),0.046169187,0.003297407,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).796,FALSE,0,limma voom (TMMWSP),0.037473856,0.00062571,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).806,FALSE,0,limma voom (TMMWSP),0.004344669,0.000715287,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).8110,FALSE,0,limma voom (TMMWSP),0.031998649,0.000464295,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).826,FALSE,0.230338927,limma voom (TMMWSP),0.00356477,0.000502284,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).836,FALSE,0.032905561,limma voom (TMMWSP),0.006649551,0.001972682,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).846,FALSE,0,limma voom (TMMWSP),0.042810259,0.005403763,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).856,FALSE,0,limma voom (TMMWSP),0.012245921,0.00092855,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).866,TRUE,13.39256334,limma voom (TMMWSP),0.032684015,0.011933796,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).876,FALSE,0,limma voom (TMMWSP),0.064226773,0.000701897,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).886,TRUE,0.526488977,limma voom (TMMWSP),0.026742599,0.005073985,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).896,FALSE,0,limma voom (TMMWSP),0.005360902,2.91E-05,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).906,FALSE,0,limma voom (TMMWSP),0.052805423,0.001131854,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).9110,FALSE,0,limma voom (TMMWSP),0.089665678,0.005927647,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).926,TRUE,0.592300099,limma voom (TMMWSP),0.048111846,0.000414182,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).936,FALSE,0.065811122,limma voom (TMMWSP),0.008757643,0.00062004,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).946,TRUE,15.13655808,limma voom (TMMWSP),0.002014424,0.006159981,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).956,TRUE,0.394866732,limma voom (TMMWSP),0.072333002,0.012042612,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).966,FALSE,0,limma voom (TMMWSP),0.003997893,0.000744767,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).976,FALSE,0,limma voom (TMMWSP),0.065293269,0.007541282,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).986,FALSE,0,limma voom (TMMWSP),0.043063769,0.005260035,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).996,FALSE,0,limma voom (TMMWSP),0.0136781,0.002743899,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
limma voom (TMMWSP).1006,FALSE,0,limma voom (TMMWSP),0.087151093,0.000173502,5531.366013,Human - C.diff (1)
 Mean Depth: 5531,,,,,,,
Wilcoxon (CLR).127,FALSE,0,Wilcoxon (CLR),0.182370884,0.040075324,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).227,FALSE,0,Wilcoxon (CLR),0.237344162,0.077939948,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).327,FALSE,0,Wilcoxon (CLR),0.056253172,0.071855859,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).427,FALSE,0,Wilcoxon (CLR),0.013741969,0.02240161,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).527,FALSE,0,Wilcoxon (CLR),0.002719211,0.054040158,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).627,FALSE,0,Wilcoxon (CLR),0.351459155,0.109428191,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).727,FALSE,0,Wilcoxon (CLR),0.300414727,0.064790177,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).827,FALSE,0,Wilcoxon (CLR),0.284146297,0.002058936,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).927,FALSE,0,Wilcoxon (CLR),0.483247669,0.115380544,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).107,FALSE,0,Wilcoxon (CLR),0.287358191,0.11106415,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).1111,FALSE,0,Wilcoxon (CLR),0.371083591,0.071683357,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).128,FALSE,0,Wilcoxon (CLR),0.004996179,0.000673577,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).137,FALSE,0,Wilcoxon (CLR),0.271055534,0.083424641,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).147,FALSE,0,Wilcoxon (CLR),0.153159405,0.038424812,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).157,FALSE,0,Wilcoxon (CLR),0.001456431,0.077237196,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).167,FALSE,0,Wilcoxon (CLR),0.419607863,0.029498596,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).177,FALSE,0,Wilcoxon (CLR),0.174257385,0.051200018,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).187,FALSE,0,Wilcoxon (CLR),0.216601058,0.097399865,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).197,FALSE,0,Wilcoxon (CLR),0.271453643,0.123518124,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).207,FALSE,0,Wilcoxon (CLR),0.260452502,0.099024174,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).2111,FALSE,0,Wilcoxon (CLR),0.178299723,0.053891839,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).228,FALSE,0,Wilcoxon (CLR),0.116610831,0.033512546,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).237,FALSE,0,Wilcoxon (CLR),0.125942075,0.003094109,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).247,FALSE,0,Wilcoxon (CLR),0.153060328,0.017089244,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).257,FALSE,0,Wilcoxon (CLR),0.123443535,0.002528421,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).267,FALSE,0,Wilcoxon (CLR),0.03574425,0.017434642,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).277,FALSE,0,Wilcoxon (CLR),0.332978608,0.125311768,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).287,FALSE,0,Wilcoxon (CLR),0.146937375,0.016681648,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).297,FALSE,0,Wilcoxon (CLR),0.083396645,0.036557929,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).307,FALSE,0,Wilcoxon (CLR),0.024081996,0.057046319,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).3111,FALSE,0,Wilcoxon (CLR),0.26838406,0.076698755,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).328,FALSE,0,Wilcoxon (CLR),0.019760441,0.081866977,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).337,FALSE,0,Wilcoxon (CLR),0.017623982,0.035185411,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).347,FALSE,0,Wilcoxon (CLR),0.091364231,0.037102467,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).357,FALSE,0,Wilcoxon (CLR),0.467397164,0.160649077,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).367,FALSE,0,Wilcoxon (CLR),0.152651411,0.045426279,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).377,FALSE,0,Wilcoxon (CLR),0.145822309,0.082201726,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).387,FALSE,0,Wilcoxon (CLR),0.340103139,0.069204112,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).397,FALSE,0,Wilcoxon (CLR),0.187794895,0.100294048,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).407,FALSE,0,Wilcoxon (CLR),0.162186213,0.006221836,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).4111,FALSE,0,Wilcoxon (CLR),0.448471671,0.12381284,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).428,FALSE,0,Wilcoxon (CLR),0.211731878,0.103877847,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).437,FALSE,0,Wilcoxon (CLR),0.065406078,0.003082524,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).447,FALSE,0,Wilcoxon (CLR),0.265121727,0.106031932,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).457,FALSE,0,Wilcoxon (CLR),0.185465686,0.020459842,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).467,FALSE,0,Wilcoxon (CLR),0.018712027,0.020717577,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).477,FALSE,0,Wilcoxon (CLR),0.173308048,0.065985924,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).487,FALSE,0,Wilcoxon (CLR),0.14628707,0.042437175,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).497,FALSE,0,Wilcoxon (CLR),0.414282929,0.13102677,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).507,FALSE,0,Wilcoxon (CLR),0.316654335,0.070139817,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).5111,FALSE,0,Wilcoxon (CLR),0.005655491,0.016354854,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).528,FALSE,0,Wilcoxon (CLR),0.425552478,0.120312287,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).537,FALSE,0,Wilcoxon (CLR),0.337755917,0.108473231,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).547,FALSE,0,Wilcoxon (CLR),0.35745421,0.050288981,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).557,FALSE,0,Wilcoxon (CLR),0.203090569,0.010255913,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).567,FALSE,0,Wilcoxon (CLR),0.07858511,0.014291364,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).577,FALSE,0,Wilcoxon (CLR),0.498080385,0.111843524,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).587,FALSE,0,Wilcoxon (CLR),0.133495339,0.014279665,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).597,FALSE,0,Wilcoxon (CLR),0.412128456,0.157516268,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).607,FALSE,0,Wilcoxon (CLR),0.199952533,0.074312235,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).6111,FALSE,0,Wilcoxon (CLR),0.213070317,0.11078808,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).628,FALSE,0,Wilcoxon (CLR),0.277935075,0.06563727,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).637,FALSE,0,Wilcoxon (CLR),0.049973497,0.047457878,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).647,FALSE,0,Wilcoxon (CLR),0.086041098,0.01681067,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).657,FALSE,0,Wilcoxon (CLR),0.129867322,0.023515919,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).667,FALSE,0,Wilcoxon (CLR),0.182048433,0.112183419,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).677,FALSE,0,Wilcoxon (CLR),0.35946457,0.100338243,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).687,FALSE,0,Wilcoxon (CLR),0.155720994,0.10230949,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).697,FALSE,0,Wilcoxon (CLR),0.0279514,0.005586458,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).707,FALSE,0,Wilcoxon (CLR),0.109034149,0.038254718,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).7111,FALSE,0,Wilcoxon (CLR),0.422769317,0.15506793,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).728,FALSE,0,Wilcoxon (CLR),0.172234414,0.039148615,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).737,FALSE,0,Wilcoxon (CLR),0.120273074,0.039620564,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).747,FALSE,0,Wilcoxon (CLR),0.534412791,0.168265256,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).757,FALSE,0,Wilcoxon (CLR),0.222542071,0.087662789,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).767,FALSE,0,Wilcoxon (CLR),0.467332313,0.132519831,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).777,FALSE,0,Wilcoxon (CLR),0.024609806,0.009251213,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).787,FALSE,0,Wilcoxon (CLR),0.217091039,0.123638856,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).797,FALSE,0,Wilcoxon (CLR),0.181513418,0.026148197,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).807,FALSE,0,Wilcoxon (CLR),0.081532198,0.000274496,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).8111,FALSE,0,Wilcoxon (CLR),0.289206425,0.086552862,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).828,FALSE,0,Wilcoxon (CLR),0.27302086,0.076393961,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).837,FALSE,0,Wilcoxon (CLR),0.4172084,0.157884993,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).847,FALSE,0,Wilcoxon (CLR),0.256970399,0.050711144,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).857,FALSE,0,Wilcoxon (CLR),0.091465109,0.029818455,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).867,FALSE,0,Wilcoxon (CLR),0.292991164,0.071347939,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).877,FALSE,0,Wilcoxon (CLR),0.020812458,0.037195681,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).887,FALSE,0,Wilcoxon (CLR),0.104026261,0.044054597,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).897,FALSE,0,Wilcoxon (CLR),0.258180939,0.045457098,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).907,FALSE,0,Wilcoxon (CLR),0.227337393,0.15054636,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).9111,FALSE,0,Wilcoxon (CLR),0.23954367,0.05022343,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).928,FALSE,0,Wilcoxon (CLR),0.189243219,0.07327169,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).937,FALSE,0,Wilcoxon (CLR),0.130850886,0.031567959,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).947,FALSE,0,Wilcoxon (CLR),0.025458265,0.049217195,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).957,FALSE,0,Wilcoxon (CLR),0.294711499,0.103446224,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).967,FALSE,0,Wilcoxon (CLR),0.075944259,0.030352045,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).977,FALSE,0,Wilcoxon (CLR),0.185317972,0.048607363,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).987,FALSE,0,Wilcoxon (CLR),0.070055488,0.064733692,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).997,FALSE,0,Wilcoxon (CLR),0.207179744,0.043731229,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
Wilcoxon (CLR).1007,FALSE,0,Wilcoxon (CLR),0.47071534,0.118267176,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
limma voom (TMM).127,FALSE,0,limma voom (TMM),0.182370884,0.040075324,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
limma voom (TMM).227,FALSE,0,limma voom (TMM),0.237344162,0.077939948,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
limma voom (TMM).327,FALSE,0,limma voom (TMM),0.056253172,0.071855859,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
limma voom (TMM).427,TRUE,39.99660614,limma voom (TMM),0.013741969,0.02240161,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
limma voom (TMM).527,FALSE,0.033938571,limma voom (TMM),0.002719211,0.054040158,37008.28333,Marine - Sediment
 Mean Depth: 37008,,,,,,,
limma voom (TMM).627,FALSE,0,limma voom (TMM),0.351459155,0.109428191,37008.28333,Marine - Sediment
